,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp,rush_att,rush_yd,rush_td
190,Vernon Davis,WAS,1,1,1,8,0,0.8,0.8,2016,4,1.5,,,
225,Vernon Davis,WAS,1,4,3,15,0,1.5,1.5,2016,5,11.0,,,
256,Vernon Davis,WAS,1,4,2,50,1,11.0,11.0,2016,6,7.9,,,
304,Vernon Davis,WAS,1,6,6,79,0,7.9,7.9,2016,7,9.3,,,
356,Vernon Davis,WAS,1,5,5,93,0,9.3,9.3,2016,8,12.6,,,
453,Vernon Davis,WAS,1,3,3,66,1,12.6,12.6,2016,10,0.0,,,
544,Vernon Davis,WAS,1,1,0,0,0,0.0,0.0,2016,11,6.8,,,
562,Vernon Davis,WAS,1,7,5,68,0,6.8,6.8,2016,12,4.7,,,
613,Vernon Davis,WAS,1,6,5,47,0,4.7,4.7,2016,13,2.3,,,
730,Vernon Davis,WAS,1,9,4,23,0,2.3,2.3,2016,15,1.3,,,
793,Vernon Davis,WAS,1,2,1,13,0,1.3,1.3,2016,16,4.9,,,
821,Vernon Davis,WAS,1,3,2,49,0,4.9,4.9,2016,17,0.0,,,
897,Vernon Davis,WAS,1,1,0,0,0,0.0,0.0,2017,1,1.3,,,
940,Vernon Davis,WAS,1,1,1,13,0,1.3,1.3,2017,2,11.8,,,
953,Vernon Davis,WAS,1,5,5,58,1,11.8,11.8,2017,3,8.9,,,
1006,Vernon Davis,WAS,1,3,2,89,0,8.9,8.9,2017,4,6.5,,,
1114,Vernon Davis,WAS,1,4,3,65,0,6.5,6.5,2017,6,6.7,,,
1164,Vernon Davis,WAS,1,4,4,67,0,6.7,6.7,2017,7,2.0,,,
1226,Vernon Davis,WAS,1,4,2,20,0,2.0,2.0,2017,8,7.2,,,
1258,Vernon Davis,WAS,1,9,6,72,0,7.2,7.2,2017,9,7.6,,,
1307,Vernon Davis,WAS,1,11,7,76,0,7.6,7.6,2017,10,6.7,,,
1361,Vernon Davis,WAS,1,6,3,67,0,6.7,6.7,2017,11,1.5,,,
1491,Vernon Davis,WAS,1,2,2,15,0,1.5,1.5,2017,13,8.6,,,
1509,Vernon Davis,WAS,1,7,2,26,1,8.6,8.6,2017,14,1.8,,,
1583,Vernon Davis,WAS,1,4,2,18,0,1.8,1.8,2017,15,10.2,,,
1604,Vernon Davis,WAS,1,3,2,42,1,10.2,10.2,2017,16,2.0,,,
1672,Vernon Davis,WAS,1,3,2,20,0,2.0,2.0,2017,17,,,,
23,Virgil Green,DEN,1,5,4,28,0,2.8,2.8,2016,1,4.6,,,
71,Virgil Green,DEN,1,3,3,46,0,4.6,4.6,2016,2,2.1,,,
281,Virgil Green,DEN,1,4,3,21,0,2.1,2.1,2016,6,5.5,,,
364,Virgil Green,DEN,1,6,4,55,0,5.5,5.5,2016,8,3.7,,,
423,Virgil Green,DEN,1,4,2,37,0,3.7,3.7,2016,9,2.4,,,
484,Virgil Green,DEN,1,6,2,24,0,2.4,2.4,2016,10,0.9,,,
746,Virgil Green,DEN,1,2,1,9,0,0.9,0.9,2016,15,7.7,,,
812,Virgil Green,DEN,1,4,3,17,1,7.7,7.7,2016,17,4.4,,,
862,Virgil Green,DEN,1,1,1,44,0,4.4,4.4,2017,1,7.1,,,
915,Virgil Green,DEN,1,3,2,11,1,7.1,7.1,2017,2,1.8,,,
977,Virgil Green,DEN,1,3,3,18,0,1.8,1.8,2017,3,2.4,,,
1126,Virgil Green,DEN,1,1,1,24,0,2.4,2.4,2017,6,0.7,,,
1196,Virgil Green,DEN,1,2,1,7,0,0.7,0.7,2017,7,1.6,,,
1230,Virgil Green,DEN,1,2,1,16,0,1.6,1.6,2017,8,1.3,,,
1380,Virgil Green,DEN,1,4,2,13,0,1.3,1.3,2017,11,1.6,,,
1432,Virgil Green,DEN,1,3,1,16,0,1.6,1.6,2017,12,3.6,,,
1470,Virgil Green,DEN,1,1,1,36,0,3.6,3.6,2017,13,0.6,,,
1693,Virgil Green,DEN,1,1,1,6,0,0.6,0.6,2017,17,,,,
34,Will Tye,NYG,1,3,3,16,0,1.6,1.6,2016,1,1.0,,,
95,Will Tye,NYG,1,3,2,10,0,1.0,1.0,2016,2,1.4,,,
135,Will Tye,NYG,1,5,3,14,0,1.4,1.4,2016,3,4.3,,,
170,Will Tye,NYG,1,6,4,43,0,4.3,4.3,2016,4,3.7,,,
220,Will Tye,NYG,1,3,2,37,0,3.7,3.7,2016,5,1.5,,,
288,Will Tye,NYG,1,2,2,15,0,1.5,1.5,2016,6,1.4,,,
328,Will Tye,NYG,1,3,2,14,0,1.4,1.4,2016,7,3.3,,,
424,Will Tye,NYG,1,7,4,33,0,3.3,3.3,2016,9,5.3,,,
469,Will Tye,NYG,1,8,5,53,0,5.3,5.3,2016,10,7.2,,,
512,Will Tye,NYG,1,5,2,12,1,7.2,7.2,2016,11,1.2,,,
591,Will Tye,NYG,1,2,2,12,0,1.2,1.2,2016,12,2.2,,,
627,Will Tye,NYG,1,4,2,22,0,2.2,2.2,2016,13,1.9,,,
681,Will Tye,NYG,1,2,2,19,0,1.9,1.9,2016,14,2.5,,,
729,Will Tye,NYG,1,4,4,25,0,2.5,2.5,2016,15,2.3,,,
785,Will Tye,NYG,1,8,5,23,0,2.3,2.3,2016,16,4.7,,,
822,Will Tye,NYG,1,5,4,47,0,4.7,4.7,2016,17,3.4,,,
871,Will Tye,NYJ,1,3,3,34,0,3.4,3.4,2017,1,,,,
61,Xavier Grimble,PIT,1,4,2,26,1,8.6,8.6,2016,2,1.9,,,
178,Xavier Grimble,PIT,1,2,1,19,0,1.9,1.9,2016,4,1.3,,,
228,Xavier Grimble,PIT,1,2,2,13,0,1.3,1.3,2016,5,1.1,,,
292,Xavier Grimble,PIT,1,3,1,11,0,1.1,1.1,2016,6,1.4,,,
327,Xavier Grimble,PIT,1,5,2,14,0,1.4,1.4,2016,7,1.0,,,
441,Xavier Grimble,PIT,1,1,1,10,0,1.0,1.0,2016,9,0.5,,,
494,Xavier Grimble,PIT,1,2,1,5,0,0.5,0.5,2016,10,8.0,,,
759,Xavier Grimble,PIT,1,2,1,20,1,8.0,8.0,2016,16,1.2,,,
1190,Xavier Grimble,PIT,1,1,1,12,0,1.2,1.2,2017,7,6.1,,,
1410,Xavier Grimble,PIT,1,1,1,1,1,6.1,6.1,2017,12,0.8,,,
1598,Xavier Grimble,PIT,1,1,1,8,0,0.8,0.8,2017,15,0.2,,,
1699,Xavier Grimble,PIT,1,1,1,2,0,0.2,0.2,2017,17,,,,
14,Zach Ertz,PHI,1,7,6,58,0,5.8,5.8,2016,1,3.7,,,
219,Zach Ertz,PHI,1,3,3,37,0,3.7,3.7,2016,5,2.2,,,
280,Zach Ertz,PHI,1,3,1,22,0,2.2,2.2,2016,6,1.4,,,
326,Zach Ertz,PHI,1,3,1,14,0,1.4,1.4,2016,7,1.9,,,
379,Zach Ertz,PHI,1,4,4,19,0,1.9,1.9,2016,8,9.7,,,
409,Zach Ertz,PHI,1,8,8,97,0,9.7,9.7,2016,9,5.5,,,
468,Zach Ertz,PHI,1,7,6,55,0,5.5,5.5,2016,10,9.5,,,
506,Zach Ertz,PHI,1,11,6,35,1,9.5,9.5,2016,11,3.6,,,
574,Zach Ertz,PHI,1,6,3,36,0,3.6,3.6,2016,12,13.9,,,
605,Zach Ertz,PHI,1,15,9,79,1,13.9,13.9,2016,13,11.2,,,
654,Zach Ertz,PHI,1,13,10,112,0,11.2,11.2,2016,14,8.0,,,
710,Zach Ertz,PHI,1,8,6,80,0,8.0,8.0,2016,15,3.3,,,
779,Zach Ertz,PHI,1,2,2,33,0,3.3,3.3,2016,16,25.9,,,
800,Zach Ertz,PHI,1,16,13,139,2,25.9,25.9,2016,17,9.3,,,
855,Zach Ertz,PHI,1,8,8,93,0,9.3,9.3,2017,1,9.7,,,
906,Zach Ertz,PHI,1,10,5,97,0,9.7,9.7,2017,2,11.5,,,
954,Zach Ertz,PHI,1,10,8,55,1,11.5,11.5,2017,3,8.1,,,
1008,Zach Ertz,PHI,1,8,5,81,0,8.1,8.1,2017,4,12.1,,,
1054,Zach Ertz,PHI,1,12,6,61,1,12.1,12.1,2017,5,13.8,,,
1102,Zach Ertz,PHI,1,5,2,18,2,13.8,13.8,2017,6,14.9,,,
1152,Zach Ertz,PHI,1,5,5,89,1,14.9,14.9,2017,7,9.4,,,
1205,Zach Ertz,PHI,1,6,4,34,1,9.4,9.4,2017,8,0.8,,,
1389,Zach Ertz,PHI,1,5,2,8,0,0.8,0.8,2017,11,16.3,,,
1402,Zach Ertz,PHI,1,12,10,103,1,16.3,16.3,2017,12,2.4,,,
1478,Zach Ertz,PHI,1,4,2,24,0,2.4,2.4,2017,13,11.6,,,
1555,Zach Ertz,PHI,1,9,6,56,1,11.6,11.6,2017,15,8.1,,,
1607,Zach Ertz,PHI,1,14,9,81,0,8.1,8.1,2017,16,2.4,,,
1669,Zach Ertz,PHI,1,2,2,24,0,2.4,2.4,2017,17,,,,
39,Zach Miller,CHI,1,4,3,14,0,1.4,1.4,2016,1,3.3,,,
77,Zach Miller,CHI,1,5,4,33,0,3.3,3.3,2016,2,19.8,,,
100,Zach Miller,CHI,1,9,8,78,2,19.8,19.8,2016,3,9.1,,,
158,Zach Miller,CHI,1,3,3,31,1,9.1,9.1,2016,4,7.3,,,
212,Zach Miller,CHI,1,8,7,73,0,7.3,7.3,2016,5,3.6,,,
269,Zach Miller,CHI,1,10,6,36,0,3.6,3.6,2016,6,4.0,,,
313,Zach Miller,CHI,1,5,2,40,0,4.0,4.0,2016,7,8.8,,,
358,Zach Miller,CHI,1,10,7,88,0,8.8,8.8,2016,8,3.2,,,
476,Zach Miller,CHI,1,7,4,32,0,3.2,3.2,2016,10,12.1,,,
502,Zach Miller,CHI,1,3,3,61,1,12.1,12.1,2016,11,3.9,,,
868,Zach Miller,CHI,1,6,4,39,0,3.9,3.9,2017,1,4.2,,,
922,Zach Miller,CHI,1,9,6,42,0,4.2,4.2,2017,2,1.7,,,
979,Zach Miller,CHI,1,3,1,17,0,1.7,1.7,2017,3,4.5,,,
1021,Zach Miller,CHI,1,2,2,45,0,4.5,4.5,2017,4,9.9,,,
1058,Zach Miller,CHI,1,7,3,39,1,9.9,9.9,2017,5,8.5,,,
1110,Zach Miller,CHI,1,3,2,25,1,8.5,8.5,2017,6,2.9,,,
1177,Zach Miller,CHI,1,3,2,29,0,2.9,2.9,2017,7,,,,
