,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp
316,Mark Ingram,NO,1,16,62,0,4,4,20,1,14.2,14.2,2016,7,29.1
402,Mark Ingram,NO,1,15,158,1,2,2,13,1,29.1,29.1,2016,9,6.3
478,Mark Ingram,NO,1,11,50,0,2,2,13,0,6.3,6.3,2016,10,7.5
532,Mark Ingram,NO,1,7,28,0,4,3,47,0,7.5,7.5,2016,11,28.7
550,Mark Ingram,NO,1,14,146,1,2,1,21,1,28.7,28.7,2016,12,5.3
635,Mark Ingram,NO,1,7,37,0,5,5,16,0,5.3,5.3,2016,13,9.2
728,Mark Ingram,NO,1,17,78,0,4,2,14,0,9.2,9.2,2016,15,21.3
754,Mark Ingram,NO,1,18,90,2,3,2,3,0,21.3,21.3,2016,16,19.2
809,Mark Ingram,NO,1,20,103,1,8,6,29,0,19.2,19.2,2016,17,7.1
880,Mark Ingram,NO,1,6,17,0,5,5,54,0,7.1,7.1,2017,1,7.6
929,Mark Ingram,NO,1,8,52,0,5,4,24,0,7.6,7.6,2017,2,8.6
977,Mark Ingram,NO,1,14,56,0,4,2,30,0,8.6,8.6,2017,3,6.2
1036,Mark Ingram,NO,1,14,45,0,8,4,17,0,6.2,6.2,2017,4,27.0
1101,Mark Ingram,NO,1,25,114,2,5,5,36,0,27.0,27.0,2017,6,17.0
1157,Mark Ingram,NO,1,22,105,1,5,4,5,0,17.0,17.0,2017,7,15.9
1206,Mark Ingram,NO,1,18,75,1,6,6,24,0,15.9,15.9,2017,8,7.9
1272,Mark Ingram,NO,1,16,77,0,1,1,2,0,7.9,7.9,2017,9,31.1
1300,Mark Ingram,NO,1,21,131,3,0,0,0,0,31.1,31.1,2017,10,21.5
1352,Mark Ingram,NO,1,11,134,1,4,3,21,0,21.5,21.5,2017,11,3.6
1447,Mark Ingram,NO,1,11,31,0,3,2,5,0,3.6,3.6,2017,12,18.2
1457,Mark Ingram,NO,1,14,85,1,7,6,37,0,18.2,18.2,2017,13,9.2
1524,Mark Ingram,NO,1,12,49,0,5,4,43,0,9.2,9.2,2017,14,27.1
1552,Mark Ingram,NO,1,12,74,2,6,5,77,0,27.1,27.1,2017,15,12.6
1616,Mark Ingram,NO,1,13,44,1,3,3,22,0,12.6,12.6,2017,16,5.4
1687,Mark Ingram,NO,1,13,35,0,4,4,19,0,5.4,5.4,2017,17,
866,Marlon Mack,IND,1,10,24,1,1,1,21,0,10.5,10.5,2017,1,15.3
1054,Marlon Mack,IND,1,9,91,1,1,1,2,0,15.3,15.3,2017,5,6.6
1179,Marlon Mack,IND,1,5,26,0,6,4,40,0,6.6,6.6,2017,7,12.3
1211,Marlon Mack,IND,1,11,27,0,5,3,36,1,12.3,12.3,2017,8,2.9
1293,Marlon Mack,IND,1,9,29,0,0,0,0,0,2.9,2.9,2017,9,5.4
1491,Marlon Mack,IND,1,6,46,0,2,1,8,0,5.4,5.4,2017,13,4.4
1549,Marlon Mack,IND,1,7,23,0,3,2,21,0,4.4,4.4,2017,14,5.4
1643,Marlon Mack,IND,1,4,17,0,2,2,37,0,5.4,5.4,2017,16,9.8
1673,Marlon Mack,IND,1,7,28,1,3,2,10,0,9.8,9.8,2017,17,
869,Marshawn Lynch,OAK,1,18,76,0,2,1,16,0,9.2,9.2,2017,1,10.9
915,Marshawn Lynch,OAK,1,12,45,1,2,1,4,0,10.9,10.9,2017,2,11.3
1062,Marshawn Lynch,OAK,1,12,43,1,2,1,10,0,11.3,11.3,2017,5,6.3
1131,Marshawn Lynch,OAK,1,13,63,0,2,0,0,0,6.3,6.3,2017,6,18.3
1254,Marshawn Lynch,OAK,1,14,57,2,2,2,6,0,18.3,18.3,2017,9,7.7
1380,Marshawn Lynch,OAK,1,11,67,0,1,1,10,0,7.7,7.7,2017,11,17.1
1406,Marshawn Lynch,OAK,1,26,67,1,3,3,44,0,17.1,17.1,2017,12,18.1
1458,Marshawn Lynch,OAK,1,17,101,1,3,2,20,0,18.1,18.1,2017,13,12.4
1519,Marshawn Lynch,OAK,1,7,61,1,2,1,3,0,12.4,12.4,2017,14,9.2
1573,Marshawn Lynch,OAK,1,16,76,0,4,3,16,0,9.2,9.2,2017,15,9.2
1624,Marshawn Lynch,OAK,1,25,95,0,3,2,-3,0,9.2,9.2,2017,16,11.9
1666,Marshawn Lynch,OAK,1,19,101,0,3,2,18,0,11.9,11.9,2017,17,
178,Matt Asiata,MIN,1,6,6,1,2,2,12,0,7.8,7.8,2016,4,16.1
209,Matt Asiata,MIN,1,14,55,1,3,3,46,0,16.1,16.1,2016,5,8.0
329,Matt Asiata,MIN,1,12,55,0,8,6,25,0,8.0,8.0,2016,7,7.8
376,Matt Asiata,MIN,1,14,42,0,5,2,36,0,7.8,7.8,2016,8,4.1
438,Matt Asiata,MIN,1,9,27,0,2,2,14,0,4.1,4.1,2016,9,7.5
474,Matt Asiata,MIN,1,9,13,1,1,1,2,0,7.5,7.5,2016,10,8.7
527,Matt Asiata,MIN,1,5,20,1,1,1,7,0,8.7,8.7,2016,11,10.1
564,Matt Asiata,MIN,1,5,27,1,3,3,14,0,10.1,10.1,2016,12,11.1
669,Matt Asiata,MIN,1,11,37,1,2,2,14,0,11.1,11.1,2016,14,6.4
789,Matt Asiata,MIN,1,6,34,0,4,3,30,0,6.4,6.4,2016,16,4.5
844,Matt Asiata,MIN,1,8,14,0,3,3,31,0,4.5,4.5,2016,17,
947,Matt Breida,SF,1,4,35,0,2,1,3,0,3.8,3.8,2017,2,7.1
1075,Matt Breida,SF,1,10,49,0,5,3,22,0,7.1,7.1,2017,5,3.6
1143,Matt Breida,SF,1,4,21,0,4,2,15,0,3.6,3.6,2017,6,11.6
1213,Matt Breida,SF,1,5,17,0,6,4,39,1,11.6,11.6,2017,8,1.9
1299,Matt Breida,SF,1,1,1,0,4,2,18,0,1.9,1.9,2017,9,11.8
1313,Matt Breida,SF,1,9,55,1,2,1,3,0,11.8,11.8,2017,10,4.9
1496,Matt Breida,SF,1,12,45,0,1,1,4,0,4.9,4.9,2017,13,14.2
1611,Matt Breida,SF,1,11,74,1,1,1,8,0,14.2,14.2,2017,16,10.4
1668,Matt Breida,SF,1,12,72,0,2,1,32,0,10.4,10.4,2017,17,
10,Matt Forte,NYJ,1,22,96,0,7,5,59,0,15.5,15.5,2016,1,28.9
50,Matt Forte,NYJ,1,30,100,3,3,2,9,0,28.9,28.9,2016,2,6.4
133,Matt Forte,NYJ,1,15,65,0,4,2,-1,0,6.4,6.4,2016,3,4.3
189,Matt Forte,NYJ,1,14,27,0,3,2,16,0,4.3,4.3,2016,4,6.0
230,Matt Forte,NYJ,1,12,53,0,2,2,7,0,6.0,6.0,2016,5,27.4
302,Matt Forte,NYJ,1,30,100,1,4,4,54,1,27.4,27.4,2016,7,21.8
352,Matt Forte,NYJ,1,25,82,2,3,2,16,0,21.8,21.8,2016,8,15.7
408,Matt Forte,NYJ,1,12,92,1,2,1,5,0,15.7,15.7,2016,9,10.9
460,Matt Forte,NYJ,1,20,98,0,3,2,11,0,10.9,10.9,2016,10,5.0
585,Matt Forte,NYJ,1,13,27,0,4,3,23,0,5.0,5.0,2016,12,7.9
622,Matt Forte,NYJ,1,9,25,0,4,3,54,0,7.9,7.9,2016,13,3.6
898,Matt Forte,NYJ,1,6,16,0,5,3,20,0,3.6,3.6,2017,1,9.1
923,Matt Forte,NYJ,1,9,53,0,4,4,38,0,9.1,9.1,2017,2,8.1
1122,Matt Forte,NYJ,1,9,22,0,8,8,59,0,8.1,8.1,2017,6,8.2
1168,Matt Forte,NYJ,1,7,41,0,5,5,41,0,8.2,8.2,2017,7,5.2
1236,Matt Forte,NYJ,1,4,7,0,7,6,45,0,5.2,5.2,2017,8,21.6
1253,Matt Forte,NYJ,1,14,77,2,4,4,19,0,21.6,21.6,2017,9,15.1
1461,Matt Forte,NYJ,1,15,58,0,3,3,33,1,15.1,15.1,2017,13,
64,Matt Jones,WAS,1,13,61,1,1,1,4,0,12.5,12.5,2016,2,7.9
130,Matt Jones,WAS,1,17,65,0,2,2,14,0,7.9,7.9,2016,3,19.8
153,Matt Jones,WAS,1,22,117,1,2,2,21,0,19.8,19.8,2016,4,5.6
232,Matt Jones,WAS,1,14,31,0,2,2,25,0,5.6,5.6,2016,5,19.5
258,Matt Jones,WAS,1,16,135,1,0,0,0,0,19.5,19.5,2016,6,2.7
347,Matt Jones,WAS,1,10,27,0,0,0,0,0,2.7,2.7,2016,7,
9,Melvin Gordon,SD,1,14,57,2,0,0,0,0,17.7,17.7,2016,1,18.0
54,Melvin Gordon,SD,1,24,102,1,3,3,18,0,18.0,18.0,2016,2,13.8
117,Melvin Gordon,SD,1,16,35,1,7,4,43,0,13.8,13.8,2016,3,19.9
152,Melvin Gordon,SD,1,19,36,2,7,6,43,0,19.9,19.9,2016,4,14.7
212,Melvin Gordon,SD,1,16,69,0,1,1,18,1,14.7,14.7,2016,5,9.4
273,Melvin Gordon,SD,1,27,94,0,2,0,0,0,9.4,9.4,2016,6,30.1
300,Melvin Gordon,SD,1,22,68,2,7,6,53,1,30.1,30.1,2016,7,15.5
357,Melvin Gordon,SD,1,23,111,0,7,4,44,0,15.5,15.5,2016,8,32.1
400,Melvin Gordon,SD,1,32,196,1,4,4,65,0,32.1,32.1,2016,9,13.2
459,Melvin Gordon,SD,1,24,70,0,8,5,62,0,13.2,13.2,2016,10,8.9
569,Melvin Gordon,SD,1,17,70,0,4,4,19,0,8.9,8.9,2016,12,19.8
605,Melvin Gordon,SD,1,17,84,1,6,4,54,0,19.8,19.8,2016,13,13.9
860,Melvin Gordon,LAC,1,18,54,0,6,5,25,1,13.9,13.9,2017,1,13.8
910,Melvin Gordon,LAC,1,9,13,1,8,7,65,0,13.8,13.8,2017,2,13.9
962,Melvin Gordon,LAC,1,17,79,1,2,0,0,0,13.9,13.9,2017,3,28.3
1051,Melvin Gordon,LAC,1,20,105,0,8,6,58,2,28.3,28.3,2017,5,27.0
1100,Melvin Gordon,LAC,1,25,83,1,12,9,67,1,27.0,27.0,2017,6,3.8
1193,Melvin Gordon,LAC,1,18,38,0,0,0,0,0,3.8,3.8,2017,7,19.9
1202,Melvin Gordon,LAC,1,14,132,1,2,1,7,0,19.9,19.9,2017,8,4.2
1345,Melvin Gordon,LAC,1,16,27,0,8,5,15,0,4.2,4.2,2017,10,14.0
1360,Melvin Gordon,LAC,1,20,80,1,2,0,0,0,14.0,14.0,2017,11,8.8
1424,Melvin Gordon,LAC,1,21,65,0,3,3,23,0,8.8,8.8,2017,12,10.6
1470,Melvin Gordon,LAC,1,19,77,0,4,4,29,0,10.6,10.6,2017,13,14.3
1514,Melvin Gordon,LAC,1,22,78,1,3,1,5,0,14.3,14.3,2017,14,22.9
1554,Melvin Gordon,LAC,1,19,78,1,8,6,91,0,22.9,22.9,2017,15,18.8
1605,Melvin Gordon,LAC,1,19,81,1,3,3,47,0,18.8,18.8,2017,16,12.4
1664,Melvin Gordon,LAC,1,17,93,0,7,6,31,0,12.4,12.4,2017,17,
328,Mike Davis,SF,1,7,21,1,0,0,0,0,8.1,8.1,2016,7,2.0
448,Mike Davis,SF,1,2,11,0,1,1,9,0,2.0,2.0,2016,9,5.9
1382,Mike Davis,SEA,1,6,18,0,2,2,41,0,5.9,5.9,2017,11,10.1
1473,Mike Davis,SEA,1,16,64,0,4,4,37,0,10.1,10.1,2017,13,6.5
1534,Mike Davis,SEA,1,15,66,0,2,1,-1,0,6.5,6.5,2017,14,3.9
1597,Mike Davis,SEA,1,6,19,0,2,2,20,0,3.9,3.9,2017,15,4.3
1648,Mike Davis,SEA,1,15,25,0,5,4,18,0,4.3,4.3,2017,16,6.4
1683,Mike Davis,SEA,1,10,48,0,3,2,16,0,6.4,6.4,2017,17,
74,Mike Gillislee,BUF,1,0,0,0,1,1,18,1,7.8,7.8,2016,2,4.3
190,Mike Gillislee,BUF,1,6,30,0,2,1,13,0,4.3,4.3,2016,4,6.6
228,Mike Gillislee,BUF,1,2,6,1,0,0,0,0,6.6,6.6,2016,5,12.0
264,Mike Gillislee,BUF,1,6,60,1,0,0,0,0,12.0,12.0,2016,6,15.4
358,Mike Gillislee,BUF,1,12,85,1,3,3,9,0,15.4,15.4,2016,8,9.6
415,Mike Gillislee,BUF,1,8,32,1,2,2,4,0,9.6,9.6,2016,9,7.2
533,Mike Gillislee,BUF,1,14,72,0,1,0,0,0,7.2,7.2,2016,11,16.9
610,Mike Gillislee,BUF,1,8,49,2,0,0,0,0,16.9,16.9,2016,13,9.7
724,Mike Gillislee,BUF,1,9,37,1,0,0,0,0,9.7,9.7,2016,15,9.1
773,Mike Gillislee,BUF,1,11,91,0,0,0,0,0,9.1,9.1,2016,16,11.0
821,Mike Gillislee,BUF,1,15,40,1,1,1,10,0,11.0,11.0,2016,17,22.5
851,Mike Gillislee,NE,1,15,45,3,0,0,0,0,22.5,22.5,2017,1,12.9
911,Mike Gillislee,NE,1,18,69,1,0,0,0,0,12.9,12.9,2017,2,3.1
999,Mike Gillislee,NE,1,12,31,0,0,0,0,0,3.1,3.1,2017,3,4.9
1040,Mike Gillislee,NE,1,12,49,0,0,0,0,0,4.9,4.9,2017,4,5.2
1084,Mike Gillislee,NE,1,12,52,0,0,0,0,0,5.2,5.2,2017,5,4.4
1138,Mike Gillislee,NE,1,10,44,0,0,0,0,0,4.4,4.4,2017,6,3.1
1198,Mike Gillislee,NE,1,8,31,0,0,0,0,0,3.1,3.1,2017,7,3.4
1245,Mike Gillislee,NE,1,11,34,0,0,0,0,0,3.4,3.4,2017,8,10.3
1621,Mike Gillislee,NE,1,6,28,1,1,1,15,0,10.3,10.3,2017,16,
723,Mike Tolbert,CAR,1,2,13,0,3,3,28,1,10.1,10.1,2016,15,11.4
864,Mike Tolbert,BUF,1,12,42,1,1,1,12,0,11.4,11.4,2017,1,4.1
992,Mike Tolbert,BUF,1,11,41,0,1,0,0,0,4.1,4.1,2017,3,3.4
1097,Mike Tolbert,BUF,1,3,16,0,3,3,18,0,3.4,3.4,2017,5,4.5
1693,Mike Tolbert,BUF,1,7,39,0,2,1,6,0,4.5,4.5,2017,17,
118,Orleans Darkwa,NYG,1,10,53,1,1,1,9,0,12.2,12.2,2016,3,10.8
169,Orleans Darkwa,NYG,1,12,48,1,2,0,0,0,10.8,10.8,2016,4,3.3
998,Orleans Darkwa,NYG,1,7,22,0,1,1,11,0,3.3,3.3,2017,3,13.2
1059,Orleans Darkwa,NYG,1,8,69,1,4,1,3,0,13.2,13.2,2017,5,13.0
1113,Orleans Darkwa,NYG,1,21,117,0,1,1,13,0,13.0,13.0,2017,6,4.8
1187,Orleans Darkwa,NYG,1,9,35,0,3,3,13,0,4.8,4.8,2017,7,7.9
1271,Orleans Darkwa,NYG,1,16,71,0,2,2,8,0,7.9,7.9,2017,9,8.8
1325,Orleans Darkwa,NYG,1,14,70,0,2,2,18,0,8.8,8.8,2017,10,15.0
1357,Orleans Darkwa,NYG,1,20,74,1,4,2,16,0,15.0,15.0,2017,11,3.9
1445,Orleans Darkwa,NYG,1,11,30,0,1,1,9,0,3.9,3.9,2017,12,9.1
1479,Orleans Darkwa,NYG,1,14,32,1,1,1,-1,0,9.1,9.1,2017,13,4.4
1548,Orleans Darkwa,NYG,1,10,29,0,3,2,15,0,4.4,4.4,2017,14,7.6
1577,Orleans Darkwa,NYG,1,9,7,1,3,1,9,0,7.6,7.6,2017,15,21.4
1653,Orleans Darkwa,NYG,1,20,154,1,1,0,0,0,21.4,21.4,2017,17,
176,Paul Perkins,NYG,1,2,8,0,3,2,72,0,8.0,8.0,2016,4,2.2
247,Paul Perkins,NYG,1,2,9,0,2,1,13,0,2.2,2.2,2016,5,2.6
295,Paul Perkins,NYG,1,2,10,0,2,2,16,0,2.6,2.6,2016,6,4.7
434,Paul Perkins,NYG,1,11,32,0,3,3,15,0,4.7,4.7,2016,9,3.1
493,Paul Perkins,NYG,1,9,31,0,3,0,0,0,3.1,3.1,2016,10,3.5
543,Paul Perkins,NYG,1,4,16,0,2,2,19,0,3.5,3.5,2016,11,4.3
589,Paul Perkins,NYG,1,9,29,0,2,2,14,0,4.3,4.3,2016,12,3.8
647,Paul Perkins,NYG,1,7,38,0,0,0,0,0,3.8,3.8,2016,13,4.5
694,Paul Perkins,NYG,1,15,45,0,1,1,0,0,4.5,4.5,2016,14,5.6
736,Paul Perkins,NYG,1,11,56,0,1,0,0,0,5.6,5.6,2016,15,7.7
782,Paul Perkins,NYG,1,15,68,0,2,1,9,0,7.7,7.7,2016,16,10.2
822,Paul Perkins,NYG,1,21,102,0,2,0,0,0,10.2,10.2,2016,17,
314,Peyton Barber,TB,1,12,84,1,0,0,0,0,14.4,14.4,2016,7,5.5
430,Peyton Barber,TB,1,11,31,0,5,4,24,0,5.5,5.5,2016,9,3.8
486,Peyton Barber,TB,1,12,38,0,0,0,0,0,3.8,3.8,2016,10,4.7
939,Peyton Barber,TB,1,10,47,0,0,0,0,0,4.7,4.7,2017,2,5.4
1280,Peyton Barber,TB,1,11,34,0,3,2,20,0,5.4,5.4,2017,9,12.7
1411,Peyton Barber,TB,1,5,7,2,0,0,0,0,12.7,12.7,2017,12,14.3
1462,Peyton Barber,TB,1,23,102,0,4,4,41,0,14.3,14.3,2017,13,6.3
1536,Peyton Barber,TB,1,12,58,0,1,1,5,0,6.3,6.3,2017,14,6.8
1579,Peyton Barber,TB,1,13,53,0,3,3,15,0,6.8,6.8,2017,15,5.5
1641,Peyton Barber,TB,1,13,51,0,2,2,4,0,5.5,5.5,2017,16,14.9
1659,Peyton Barber,TB,1,17,71,1,4,2,18,0,14.9,14.9,2017,17,
31,Rashad Jennings,NYG,1,18,75,0,2,1,3,0,7.8,7.8,2016,1,4.0
95,Rashad Jennings,NYG,1,13,27,0,2,2,13,0,4.0,4.0,2016,2,3.5
290,Rashad Jennings,NYG,1,9,15,0,4,4,20,0,3.5,3.5,2016,6,10.9
322,Rashad Jennings,NYG,1,13,25,1,3,2,24,0,10.9,10.9,2016,7,3.9
439,Rashad Jennings,NYG,1,11,26,0,3,3,13,0,3.9,3.9,2016,9,10.9
461,Rashad Jennings,NYG,1,15,87,0,6,3,22,0,10.9,10.9,2016,10,18.9
503,Rashad Jennings,NYG,1,21,85,1,6,5,44,0,18.9,18.9,2016,11,5.9
581,Rashad Jennings,NYG,1,15,55,0,2,2,4,0,5.9,5.9,2016,12,11.3
615,Rashad Jennings,NYG,1,6,19,0,6,6,34,1,11.3,11.3,2016,13,5.7
686,Rashad Jennings,NYG,1,15,45,0,2,2,12,0,5.7,5.7,2016,14,3.8
747,Rashad Jennings,NYG,1,18,38,0,0,0,0,0,3.8,3.8,2016,15,5.1
797,Rashad Jennings,NYG,1,9,44,0,5,4,7,0,5.1,5.1,2016,16,11.7
819,Rashad Jennings,NYG,1,18,52,1,1,1,5,0,11.7,11.7,2016,17,
332,Reggie Bush,BUF,1,1,1,1,2,1,13,0,7.4,7.4,2016,7,2.6
394,Reggie Bush,BUF,1,2,-8,0,3,2,34,0,2.6,2.6,2016,8,2.2
447,Reggie Bush,BUF,1,0,0,0,2,2,22,0,2.2,2.2,2016,9,
344,Rex Burkhead,CIN,1,4,23,0,1,1,10,0,3.3,3.3,2016,7,4.8
587,Rex Burkhead,CIN,1,5,29,0,2,2,19,0,4.8,4.8,2016,12,6.6
629,Rex Burkhead,CIN,1,8,38,0,5,4,28,0,6.6,6.6,2016,13,5.1
689,Rex Burkhead,CIN,1,9,45,0,2,1,6,0,5.1,5.1,2016,14,5.0
741,Rex Burkhead,CIN,1,7,32,0,3,2,18,0,5.0,5.0,2016,15,6.7
787,Rex Burkhead,CIN,1,12,42,0,4,4,25,0,6.7,6.7,2016,16,26.4
800,Rex Burkhead,CIN,1,27,119,2,2,2,25,0,26.4,26.4,2016,17,10.4
919,Rex Burkhead,NE,1,2,3,0,4,3,41,1,10.4,10.4,2017,2,4.2
1191,Rex Burkhead,NE,1,6,31,0,1,1,11,0,4.2,4.2,2017,7,8.3
1223,Rex Burkhead,NE,1,4,15,0,7,7,68,0,8.3,8.3,2017,8,12.3
1312,Rex Burkhead,NE,1,10,36,0,3,3,27,1,12.3,12.3,2017,10,3.7
1392,Rex Burkhead,NE,1,5,16,0,6,4,21,0,3.7,3.7,2017,11,17.3
1405,Rex Burkhead,NE,1,13,50,1,2,2,3,1,17.3,17.3,2017,12,22.3
1452,Rex Burkhead,NE,1,12,78,2,4,3,25,0,22.3,22.3,2017,13,11.3
1520,Rex Burkhead,NE,1,5,8,1,5,5,45,0,11.3,11.3,2017,14,7.7
1576,Rex Burkhead,NE,1,4,12,1,1,1,5,0,7.7,7.7,2017,15,
282,Rob Kelley,WAS,1,5,59,0,0,0,0,0,5.9,5.9,2016,6,7.6
330,Rob Kelley,WAS,1,4,15,0,1,1,1,1,7.6,7.6,2016,7,14.7
360,Rob Kelley,WAS,1,21,87,1,2,0,0,0,14.7,14.7,2016,8,9.5
466,Rob Kelley,WAS,1,22,97,0,1,1,-2,0,9.5,9.5,2016,10,31.7
500,Rob Kelley,WAS,1,24,137,3,2,0,0,0,31.7,31.7,2016,11,4.2
591,Rob Kelley,WAS,1,14,37,0,2,2,5,0,4.2,4.2,2016,12,6.3
631,Rob Kelley,WAS,1,14,63,0,1,0,0,0,6.3,6.3,2016,13,14.8
659,Rob Kelley,WAS,1,16,63,1,2,2,25,0,14.8,14.8,2016,14,11.5
718,Rob Kelley,WAS,1,9,8,1,4,4,47,0,11.5,11.5,2016,15,8.2
780,Rob Kelley,WAS,1,19,76,0,3,2,6,0,8.2,8.2,2016,16,7.8
927,Rob Kelley,WAS,1,12,78,0,0,0,0,0,7.8,7.8,2017,2,7.9
1224,Rob Kelley,WAS,1,8,19,1,1,0,0,0,7.9,7.9,2017,8,13.8
1258,Rob Kelley,WAS,1,14,18,2,0,0,0,0,13.8,13.8,2017,9,
77,Robert Turbin,IND,1,3,10,1,1,0,0,0,7.0,7.0,2016,2,6.9
132,Robert Turbin,IND,1,4,9,1,0,0,0,0,6.9,6.9,2016,3,2.2
349,Robert Turbin,IND,1,2,3,0,1,1,19,0,2.2,2.2,2016,7,3.4
390,Robert Turbin,IND,1,2,9,0,3,3,25,0,3.4,3.4,2016,8,2.3
446,Robert Turbin,IND,1,2,10,0,3,2,13,0,2.3,2.3,2016,9,6.4
534,Robert Turbin,IND,1,2,4,1,0,0,0,0,6.4,6.4,2016,11,7.6
627,Robert Turbin,IND,1,6,16,1,0,0,0,0,7.6,7.6,2016,13,4.3
696,Robert Turbin,IND,1,3,10,0,7,4,33,0,4.3,4.3,2016,14,17.4
707,Robert Turbin,IND,1,7,32,2,2,2,22,0,17.4,17.4,2016,15,8.9
774,Robert Turbin,IND,1,6,18,0,2,2,11,1,8.9,8.9,2016,16,9.3
824,Robert Turbin,IND,1,3,15,1,4,2,18,0,9.3,9.3,2016,17,6.8
1033,Robert Turbin,IND,1,6,8,1,0,0,0,0,6.8,6.8,2017,4,4.0
1140,Robert Turbin,IND,1,3,3,0,5,4,37,0,4.0,4.0,2017,6,
1180,Rod Smith,DAL,1,8,61,0,2,1,5,0,6.6,6.6,2017,7,10.8
1415,Rod Smith,DAL,1,9,41,1,2,2,7,0,10.8,10.8,2017,12,8.7
1480,Rod Smith,DAL,1,10,27,1,1,0,0,0,8.7,8.7,2017,13,28.0
1502,Rod Smith,DAL,1,6,47,1,5,5,113,1,28.0,28.0,2017,14,9.4
1571,Rod Smith,DAL,1,7,13,1,3,3,21,0,9.4,9.4,2017,15,
397,Ronnie Hillman,MIN,1,4,15,0,5,2,9,0,2.4,2.4,2016,8,6.2
426,Ronnie Hillman,MIN,1,7,30,0,1,1,32,0,6.2,6.2,2016,9,9.1
826,Ronnie Hillman,SD,1,7,41,0,6,3,50,0,9.1,9.1,2016,17,
1538,Roosevelt Nix,PIT,1,0,0,0,1,1,1,1,6.1,6.1,2017,14,6.1
1635,Roosevelt Nix,PIT,1,1,1,1,0,0,0,0,6.1,6.1,2017,16,
13,Ryan Mathews,PHI,1,22,77,1,0,0,0,0,13.7,13.7,2016,1,15.5
57,Ryan Mathews,PHI,1,9,32,2,1,1,3,0,15.5,15.5,2016,2,13.5
214,Ryan Mathews,PHI,1,11,42,0,5,5,33,1,13.5,13.5,2016,5,6.0
281,Ryan Mathews,PHI,1,9,60,0,0,0,0,0,6.0,6.0,2016,6,8.3
327,Ryan Mathews,PHI,1,14,56,0,1,1,27,0,8.3,8.3,2016,7,7.1
378,Ryan Mathews,PHI,1,4,10,1,1,1,1,0,7.1,7.1,2016,8,7.5
418,Ryan Mathews,PHI,1,5,15,1,1,1,0,0,7.5,7.5,2016,9,25.9
451,Ryan Mathews,PHI,1,19,109,2,2,2,30,0,25.9,25.9,2016,10,3.1
546,Ryan Mathews,PHI,1,7,31,0,0,0,0,0,3.1,3.1,2016,11,6.0
685,Ryan Mathews,PHI,1,15,60,0,1,0,0,0,6.0,6.0,2016,14,19.3
705,Ryan Mathews,PHI,1,20,128,1,1,1,5,0,19.3,19.3,2016,15,6.2
790,Ryan Mathews,PHI,1,18,46,0,1,1,16,0,6.2,6.2,2016,16,
931,Samaje Perine,WAS,1,21,67,0,1,1,0,0,6.7,6.7,2017,2,5.5
987,Samaje Perine,WAS,1,19,49,0,1,1,6,0,5.5,5.5,2017,3,10.7
1119,Samaje Perine,WAS,1,9,23,0,3,3,24,1,10.7,10.7,2017,6,6.0
1333,Samaje Perine,WAS,1,9,35,0,1,1,25,0,6.0,6.0,2017,10,18.6
1354,Samaje Perine,WAS,1,23,117,1,2,1,9,0,18.6,18.6,2017,11,13.0
1409,Samaje Perine,WAS,1,24,100,0,4,3,30,0,13.0,13.0,2017,12,6.9
1486,Samaje Perine,WAS,1,12,38,0,3,3,31,0,6.9,6.9,2017,13,5.2
1543,Samaje Perine,WAS,1,17,45,0,4,4,7,0,5.2,5.2,2017,14,6.6
1581,Samaje Perine,WAS,1,14,37,0,2,2,29,0,6.6,6.6,2017,15,7.4
1628,Samaje Perine,WAS,1,17,53,0,3,3,21,0,7.4,7.4,2017,16,
37,Shane Vereen,NYG,1,6,38,0,5,3,23,0,6.1,6.1,2016,1,6.6
79,Shane Vereen,NYG,1,14,42,0,3,3,24,0,6.6,6.6,2016,2,15.5
114,Shane Vereen,NYG,1,11,67,1,5,2,28,0,15.5,15.5,2016,3,5.1
888,Shane Vereen,NYG,1,0,0,0,10,9,51,0,5.1,5.1,2017,1,5.5
935,Shane Vereen,NYG,1,6,28,0,3,3,27,0,5.5,5.5,2017,2,4.5
1086,Shane Vereen,NYG,1,5,18,0,5,4,27,0,4.5,4.5,2017,5,2.8
1396,Shane Vereen,NYG,1,2,13,0,3,3,15,0,2.8,2.8,2017,11,4.7
1547,Shane Vereen,NYG,1,6,23,0,4,3,24,0,4.7,4.7,2017,14,
25,Shaun Draughn,SF,1,7,18,1,2,2,18,0,9.6,9.6,2016,1,11.3
320,Shaun Draughn,SF,1,1,16,0,7,5,37,1,11.3,11.3,2016,7,10.3
521,Shaun Draughn,SF,1,0,0,0,3,3,43,1,10.3,10.3,2016,11,4.9
586,Shaun Draughn,SF,1,0,0,0,6,6,49,0,4.9,4.9,2016,12,8.7
675,Shaun Draughn,SF,1,7,32,1,1,1,-5,0,8.7,8.7,2016,14,6.5
788,Shaun Draughn,SF,1,10,17,0,7,6,48,0,6.5,6.5,2016,16,22.9
805,Shaun Draughn,SF,1,21,41,2,6,4,68,0,22.9,22.9,2016,17,
2,Spencer Ware,KC,1,11,70,1,8,7,129,0,25.9,25.9,2016,1,10.5
67,Spencer Ware,KC,1,10,57,0,3,2,48,0,10.5,10.5,2016,2,8.3
126,Spencer Ware,KC,1,20,75,0,1,1,8,0,8.3,8.3,2016,3,9.6
